customer_id,age,income,credit_score,debt_ratio,employment_years,loan_amount,loan_term,employment_status,education_level,marital_status,housing_status,loan_purpose,default
45.0,22.0,24071.64892445252,743.0,0.33252998755671026,2.833585375110875,9454.605348944106,60.0,Employed,Master,Single,Own,Personal,0.0
46.0,31.0,63609.32344696278,608.0,0.21432489810933478,1.2893375970362992,1401.3900497527818,60.0,Employed,High School,Single,Mortgage,Personal,0.0
47.0,34.0,36319.262702181004,720.0,0.572961885670593,1.4666568659386292,6117.3753899434605,24.0,Employed,Master,Married,Rent,Personal,1.0
48.0,52.0,36147.021790839,850.0,0.20519381117795477,3.5068556705295273,15661.39100692549,48.0,Employed,High School,Married,Rent,Personal,0.0
49.0,44.0,30824.11575782431,639.0,0.3413790661984561,8.368707649901399,7990.448129444089,12.0,Employed,PhD,Single,Own,Auto,0.0
50.0,18.0,39245.62852817279,689.0,0.36965400535978404,6.8086122940951475,6214.258982341571,60.0,Self-employed,High School,Married,Own,Business,0.0
51.0,43.0,54860.51392223151,576.0,0.44574191783478245,4.470200114524988,8017.395052690822,36.0,Unemployed,Master,Married,Own,Personal,1.0
52.0,35.0,23539.494162149742,668.0,0.3298240899255619,3.8763239516030836,22612.95028116412,24.0,Self-employed,Bachelor,Single,Own,Auto,0.0
53.0,31.0,26132.675769236695,696.0,0.1697069302969916,2.7870190590987654,6662.424088860481,48.0,Employed,Bachelor,Married,Rent,Auto,0.0
54.0,47.0,31198.864709255427,669.0,0.5634015339795546,15.188038397569677,8587.95028795601,48.0,Employed,High School,Single,Mortgage,Personal,0.0
55.0,52.0,18528.484659737165,548.0,0.010196305733309296,4.107091355572281,27323.86233387403,24.0,Employed,Master,Single,Rent,Auto,0.0
56.0,51.0,24109.737177455412,670.0,0.24975737013497698,1.4649231865792203,6750.301752331169,48.0,Employed,High School,Married,Rent,Home,0.0
57.0,29.0,28620.815971186752,796.0,0.28196937401071487,1.307413414134272,2188.0837918046423,60.0,Self-employed,Master,Married,Rent,Personal,1.0
58.0,36.0,56229.37523588355,694.0,0.40258254268631727,4.725419407742191,24214.972395148463,48.0,Employed,Bachelor,Single,Rent,Home,1.0
59.0,43.0,41410.12373166436,746.0,0.19538293948857569,3.699386377414225,18260.14048662455,12.0,Employed,PhD,Married,Own,Home,0.0
60.0,51.0,40006.40941696096,626.0,0.39933212326921586,0.038637919852913906,1375.6306880952186,36.0,Self-employed,Bachelor,Divorced,Rent,Personal,1.0
61.0,34.0,55572.790507054604,724.0,0.32099579652469723,8.861707291076751,7301.622401427835,60.0,Employed,High School,Married,Rent,Auto,0.0
62.0,37.0,33904.875592013654,677.0,0.39945070041779657,6.089046345038872,7960.681193862461,24.0,Unemployed,Bachelor,Married,Mortgage,Personal,0.0
63.0,26.0,44144.88856177235,554.0,0.4488438519283061,5.421022254375502,24219.675754809618,36.0,Employed,High School,Married,Rent,Auto,0.0
64.0,25.0,34488.77278495661,681.0,0.37861394276732835,0.35630215423948364,8010.389413452123,60.0,Self-employed,High School,Married,Rent,Auto,0.0
65.0,49.0,41468.1596627568,550.0,0.4650848299745363,2.2475226946223232,9253.290869182725,36.0,Employed,Bachelor,Single,Own,Personal,1.0
66.0,56.0,27136.112142535323,586.0,0.34548953893602097,13.696331521150295,9486.156838589812,48.0,Employed,Master,Divorced,Mortgage,Home,1.0
67.0,39.0,10727.77467038454,668.0,0.164556678652816,9.923903002612546,5581.024700575498,24.0,Employed,Master,Married,Mortgage,Auto,0.0
68.0,52.0,33957.343701125166,679.0,0.1366464192248491,1.6811618920342064,22874.642985014132,24.0,Self-employed,High School,Single,Rent,Home,0.0
69.0,44.0,73966.98086274795,531.0,0.36716886306510804,0.8542908703568103,4299.205904386913,12.0,Self-employed,Bachelor,Married,Rent,Personal,1.0
70.0,32.0,57705.49610738389,755.0,0.1466526371833348,2.9809005722832143,5495.26171098194,48.0,Employed,High School,Married,Rent,Home,0.0
71.0,44.0,58847.15347122597,707.0,0.03959656491633954,2.1989660019803763,8064.692473425743,12.0,Self-employed,Bachelor,Single,Rent,Auto,1.0
72.0,58.0,67377.42909389822,579.0,0.5967975038025918,5.732080130701197,2778.197679117072,12.0,Self-employed,High School,Single,Mortgage,Home,1.0
73.0,39.0,37961.5390342483,496.0,0.6429565418317447,15.188038397569677,28171.173595246277,48.0,Employed,Master,Single,Mortgage,Auto,0.0
74.0,58.0,40081.00673984117,635.0,0.14532007470929792,2.2549394984016087,8097.539429240483,60.0,Employed,PhD,Married,Rent,Personal,0.0
75.0,18.0,26666.784728125782,605.0,0.2151998557400064,0.32122174286477334,15672.860007564164,12.0,Employed,High School,Single,Rent,Personal,0.0
76.0,49.0,31006.85450179287,661.0,0.16813499932082843,11.395026879766695,3766.9107446755847,36.0,Employed,Bachelor,Single,Own,Home,0.0
77.0,41.0,49408.88646163968,613.0,0.35865151241403903,0.19344287106895097,14319.642776091945,60.0,Employed,High School,Single,Own,Auto,1.0
78.0,36.0,66299.80391210312,449.0,0.16118621192947327,15.188038397569677,15325.531501272164,48.0,Employed,Master,Married,Own,Business,0.0
79.0,41.0,33869.72620780265,611.0,0.1980749629322979,5.461850478911963,17200.528526574188,24.0,Employed,High School,Divorced,Own,Personal,0.0
80.0,18.0,28995.773807537906,619.0,0.42307013488049805,14.209840494218135,28171.173595246277,60.0,Employed,Bachelor,Married,Mortgage,Auto,1.0
81.0,37.0,36325.090485317734,713.0,0.10168847227389954,1.1135912503941292,5184.405482938586,12.0,Employed,Master,Single,Rent,Auto,0.0
82.0,44.0,49050.38796108922,580.0,0.3039864056944973,0.2077560686267302,6979.144681680139,36.0,Self-employed,High School,Married,Mortgage,Auto,1.0
83.0,57.0,17642.615542138417,817.0,0.0932043709013969,3.3492042594178772,4120.79257771639,48.0,Employed,Bachelor,Married,Mortgage,Home,0.0
84.0,33.0,11520.8016952652,458.0,0.13766859448242402,2.9948556233383967,7502.69386634642,24.0,Self-employed,High School,Married,Mortgage,Personal,0.0
85.0,30.0,27576.840172376556,781.0,0.08085886008776844,2.013536620873371,13784.409456876365,36.0,Employed,Master,Married,Own,Auto,0.0
86.0,33.0,19725.032375238057,627.0,0.2637039916695148,15.188038397569677,13202.860700166615,24.0,Employed,High School,Single,Rent,Auto,0.0
87.0,50.0,28167.66312235261,735.0,0.2999989955419524,8.646282559267192,28171.173595246277,48.0,Self-employed,PhD,Single,Rent,Personal,1.0
88.0,43.0,33728.883978287995,657.0,0.02798350076654308,5.417367621693066,11993.950941624711,60.0,Employed,Master,Single,Mortgage,Auto,0.0
89.0,33.0,28951.456583150673,763.0,0.2504144814476039,0.8888095886547518,8106.726955873939,12.0,Employed,Master,Divorced,Mortgage,Auto,1.0
90.0,46.0,75074.3148974929,611.0,0.07901370765622755,6.6273776514002405,3383.27839121607,48.0,Employed,Bachelor,Married,Own,Personal,1.0
91.0,41.0,42760.599378055544,540.0,0.6539070556854912,6.491645532242925,16204.694964542849,36.0,Employed,Master,Married,Rent,Personal,0.0
92.0,51.0,42202.60296704571,792.0,0.4509939487709603,2.7675190401217997,7149.537065747581,60.0,Employed,High School,Married,Rent,Home,1.0
93.0,31.0,49568.14021840978,638.0,0.3320008315966244,12.937083473768885,16501.943113136353,24.0,Employed,Bachelor,Married,Own,Personal,0.0
94.0,36.0,20549.326406396427,672.0,0.46022285720393047,0.9134754261091259,5768.588445276674,60.0,Employed,High School,Single,Mortgage,Personal,1.0
95.0,35.0,61056.55798736092,773.0,0.22138573813787707,1.5553510243788269,21174.781505337538,60.0,Self-employed,Bachelor,Single,Mortgage,Auto,0.0
96.0,22.0,34965.52505916209,546.0,0.41973697615822614,0.3265572415141838,11037.497013855262,36.0,Self-employed,Master,Divorced,Mortgage,Personal,1.0
97.0,43.0,50779.10898953633,709.0,0.1423201089770203,7.934737594686831,17922.31208137205,12.0,Employed,Master,Divorced,Rent,Auto,0.0
98.0,43.0,21249.13321163503,591.0,0.2562395342290904,4.861123705750183,11033.045255325107,60.0,Employed,Bachelor,Married,Rent,Personal,1.0
99.0,40.0,16699.275546118966,636.0,0.12757284673255387,1.8912464976296963,3865.0538855395193,60.0,Employed,Master,Married,Rent,Home,0.0
100.0,37.0,54663.13590848659,657.0,0.7181338226305929,0.8945190014819836,6049.30126710571,12.0,Self-employed,Master,Single,Mortgage,Personal,0.0
101.0,23.0,43835.74077506709,499.0,0.03826143912083909,0.2048796674076014,2909.2987660675585,12.0,Employed,Master,Single,Mortgage,Personal,0.0
102.0,34.0,23132.04634600626,572.0,0.08385604092061551,0.9120812181386764,9392.968773963537,24.0,Employed,Bachelor,Married,Own,Auto,0.0
103.0,35.0,23509.701844039555,785.0,0.1472667855195153,3.0191349461014747,2514.6598821946645,24.0,Employed,High School,Married,Rent,Personal,0.0
104.0,30.0,63749.54923724649,738.0,0.5223169476065463,1.419625487049133,10250.696869052039,12.0,Self-employed,Bachelor,Married,Own,Home,1.0
105.0,38.0,20036.162674724168,643.0,0.24067820649124144,1.4986530096333406,447.8105502298643,48.0,Employed,Bachelor,Married,Mortgage,Auto,0.0
106.0,44.0,82564.61489551932,674.0,0.16309698194543631,10.420315690826738,15489.945454887993,12.0,Employed,Bachelor,Single,Own,Home,1.0
107.0,62.0,23148.601160957143,620.0,0.39366537538113805,3.6194514557385964,3351.1692146556848,24.0,Employed,PhD,Single,Rent,Personal,1.0
108.0,42.0,49970.89239551141,785.0,0.7181338226305929,6.532833403835829,3777.686583856294,36.0,Employed,Master,Divorced,Rent,Home,0.0
109.0,43.0,30812.963156658887,629.0,0.19802573757255126,0.18182091954875346,24282.181025234324,36.0,Employed,Bachelor,Single,Mortgage,Auto,0.0
110.0,39.0,49098.98863676147,673.0,0.42426472247948044,2.271937831104747,10465.368349027789,60.0,Employed,High School,Married,Rent,Personal,1.0
111.0,18.0,27665.54344582745,764.0,0.45313610974004515,3.2616516652609215,15947.67252546303,36.0,Self-employed,High School,Married,Rent,Personal,0.0
112.0,39.0,33476.65291594715,572.0,0.16137387275917656,1.0315357564453032,3625.4441187884127,24.0,Employed,High School,Married,Rent,Home,0.0
113.0,40.0,37066.15572721801,805.0,0.08403141133803967,0.6402552796749346,17492.3114726609,36.0,Employed,Bachelor,Divorced,Rent,Home,0.0
114.0,69.0,22002.388004508204,496.0,0.17318531122180753,10.212801603483058,7259.22958347144,48.0,Employed,Master,Married,Mortgage,Personal,1.0
115.0,37.0,52596.884803823414,812.0,0.3488472438861067,14.019912107401534,8902.604801807809,12.0,Employed,Bachelor,Married,Mortgage,Home,0.0
116.0,43.0,28096.301199988302,612.0,0.26933320198233174,0.4104269103113296,26695.15889982167,12.0,Employed,Bachelor,Single,Rent,Home,0.0
117.0,39.0,32393.078173289225,625.0,0.2190969919273949,2.1463719074576066,3196.090895901978,24.0,Employed,High School,Single,Rent,Personal,0.0
118.0,25.0,22088.785443050874,460.0,0.13844417239497292,15.188038397569677,16821.763739943133,60.0,Employed,Bachelor,Married,Own,Auto,0.0
119.0,53.0,10085.289647517868,604.0,0.14654278243889482,0.4341209714513756,11029.49295481264,12.0,Employed,Master,Single,Mortgage,Personal,0.0
120.0,49.0,33007.36900493151,546.0,0.3410801952659176,5.159088378211198,6833.0586524844975,36.0,Self-employed,Master,Divorced,Own,Home,1.0
121.0,49.0,88422.89836352269,589.0,0.22662661650385416,15.188038397569677,3376.8266301196263,48.0,Employed,High School,Married,Mortgage,Auto,0.0
122.0,29.0,53760.923000029834,636.0,0.248131863936149,15.188038397569677,6771.9558794432305,60.0,Self-employed,Master,Single,Rent,Auto,0.0
123.0,56.0,35967.45605571278,745.0,0.011288886856373222,3.185945559432489,4210.421457484091,60.0,Employed,High School,Single,Rent,Home,0.0
124.0,23.0,31842.41819455576,670.0,0.1796304257336534,0.8881575082790737,20941.39356105689,60.0,Employed,Bachelor,Single,Own,Personal,0.0
125.0,47.0,36725.73250079587,680.0,0.5184896742641242,1.128761724904893,8720.280304557227,12.0,Employed,High School,Married,Own,Home,0.0
126.0,66.0,47741.65458702091,540.0,0.49392221609647996,11.018288911076588,4714.620797622688,60.0,Employed,Bachelor,Married,Rent,Personal,1.0
127.0,28.0,20122.49439342333,561.0,0.46787091326335545,12.134113567232529,2565.523861130536,24.0,Self-employed,High School,Married,Rent,Home,1.0
128.0,33.0,63396.30432575537,829.0,0.4445010010555506,4.680932276906086,5594.632819102806,36.0,Self-employed,Bachelor,Single,Own,Auto,0.0
129.0,41.0,51932.01081434566,576.0,0.2792707649792415,7.2659414589806435,21785.24313480313,48.0,Employed,Bachelor,Single,Mortgage,Auto,0.0
130.0,33.0,52004.88122418609,815.0,0.459735829054941,6.734046327486137,8858.616376109883,36.0,Employed,High School,Single,Rent,Auto,1.0
131.0,21.0,45217.42812110703,625.0,0.1676482459134817,5.420908530725147,7015.28801187444,24.0,Self-employed,Master,Married,Own,Home,0.0
132.0,40.0,36673.44962779902,650.0,0.49029515395421974,8.78032931249946,28171.173595246277,24.0,Self-employed,High School,Single,Mortgage,Personal,0.0
133.0,27.0,50839.58782552303,757.0,0.1905332437639825,5.782371704187081,5815.97143976704,36.0,Self-employed,Master,Single,Mortgage,Personal,0.0
134.0,45.0,48820.57231649145,777.0,0.42833865643320157,3.817872964123697,4244.351712256015,12.0,Employed,Bachelor,Single,Rent,Personal,0.0
135.0,28.0,30423.774708722583,638.0,0.38421558326519695,1.352200287216855,11195.550385932884,24.0,Self-employed,Master,Married,Mortgage,Home,0.0
136.0,58.0,27260.638117754574,611.0,0.2470388269276336,6.810704964475603,11335.019154454756,60.0,Employed,Bachelor,Married,Rent,Auto,0.0
137.0,30.0,38212.88905994717,644.0,0.027577931345271547,3.206929722834344,5067.328091510408,48.0,Employed,High School,Married,Mortgage,Auto,0.0
138.0,36.0,78787.53481827043,683.0,0.5703076004290429,1.7463101806964034,4280.682355664768,48.0,Employed,Bachelor,Married,Own,Home,0.0
139.0,49.0,19544.446570559958,739.0,0.36290162650219815,8.096084752273445,25787.78583044718,24.0,Employed,Bachelor,Married,Mortgage,Home,1.0
140.0,25.0,17435.041983775143,650.0,0.27197951974525986,5.965388532746381,5730.8049108978485,60.0,Employed,Master,Single,Rent,Personal,0.0
141.0,42.0,39433.87196952638,711.0,0.32062222572817095,13.850125106631584,2536.4001894071685,36.0,Employed,PhD,Single,Rent,Auto,0.0
142.0,55.0,37251.36438521787,813.0,0.06848935279224207,0.9042630212793556,9454.96936685135,48.0,Employed,High School,Married,Rent,Personal,0.0
143.0,20.0,39603.422971658285,688.0,0.1451965604342744,5.237542367223039,16575.370803494487,60.0,Employed,Bachelor,Single,Own,Home,1.0
144.0,42.0,41026.62802721147,681.0,0.48906939996118465,1.4001535485550256,6957.066408144659,60.0,Employed,Bachelor,Single,Rent,Home,0.0
145.0,43.0,32480.61967256996,498.0,0.5707999278834134,11.695362959598977,12452.812338050073,12.0,Employed,Bachelor,Single,Rent,Home,1.0
146.0,49.0,76491.25651041286,386.0,0.1221118822977808,0.5240223195086224,3505.6501854404532,24.0,Employed,Master,Single,Rent,Home,0.0
147.0,25.0,16310.233481713545,688.0,0.31990659288970436,5.337920499192919,13394.608768990187,60.0,Self-employed,High School,Single,Own,Auto,1.0
148.0,24.0,23998.61711855743,640.0,0.2864796801727,7.8291563100200525,3773.7618593371963,36.0,Employed,Bachelor,Married,Rent,Auto,0.0
149.0,46.0,34488.20360045748,598.0,0.4254476061773757,2.191887955094462,10343.758222701976,48.0,Employed,Bachelor,Single,Rent,Personal,0.0
150.0,43.0,15969.015531170291,674.0,0.211067729489257,15.188038397569677,14974.972566242079,12.0,Self-employed,High School,Single,Rent,Personal,1.0
151.0,43.0,33258.73764188864,643.0,0.41158605271605975,9.510015592870284,8768.869526606764,36.0,Employed,Master,Single,Rent,Business,0.0
152.0,44.0,83344.26527429261,762.0,0.4491558671991043,1.7450810189876529,3015.8642986573454,48.0,Self-employed,High School,Married,Own,Auto,1.0
153.0,31.0,36696.74155552581,658.0,0.26793124519078654,0.037848352591151595,3122.338091143262,24.0,Employed,Bachelor,Married,Rent,Business,0.0
154.0,42.0,40755.678263835056,575.0,0.41766802910529877,1.759554238000849,28171.173595246277,36.0,Self-employed,Bachelor,Single,Mortgage,Home,0.0
155.0,43.0,19339.74564985282,749.0,0.150108946801192,1.6516291161940049,4382.992043927062,48.0,Employed,High School,Married,Own,Home,0.0
156.0,31.0,26683.99685531361,628.0,0.47182917581289624,11.034766074742064,14944.508383895913,12.0,Self-employed,High School,Single,Own,Auto,1.0
157.0,62.0,30103.653130607858,702.0,0.08879666648103435,15.188038397569677,8907.961516531232,48.0,Employed,PhD,Married,Rent,Personal,0.0
158.0,45.0,30981.404592268907,602.0,0.4678561070838936,0.36521953988645,3629.199251979655,60.0,Self-employed,Master,Married,Rent,Personal,0.0
159.0,25.0,68928.28515474877,585.0,0.4688915625596437,3.1866216715598084,5291.166275075417,12.0,Employed,Master,Married,Rent,Auto,1.0
160.0,47.0,47994.68383709488,658.0,0.34844406917218707,3.9740393952811366,28171.173595246277,36.0,Employed,PhD,Married,Mortgage,Personal,0.0
161.0,28.0,20832.530733691667,651.0,0.264080582240048,0.4875771853017322,28171.173595246277,24.0,Employed,High School,Single,Mortgage,Personal,1.0
162.0,49.0,41079.00280223115,697.0,0.1839016666596838,2.370039852748403,6286.439509437836,12.0,Self-employed,High School,Married,Rent,Auto,0.0
163.0,53.0,46588.586920525326,623.0,0.41065611985185674,1.906905481873653,5948.518093780203,12.0,Employed,High School,Single,Rent,Home,1.0
164.0,30.0,64220.29230551718,466.0,0.059614022899604026,3.839960937115332,2184.9828720889764,12.0,Employed,Master,Divorced,Own,Home,0.0
165.0,51.0,80039.0839143473,606.0,0.18162748643710225,5.411592281348133,2164.766292077798,48.0,Employed,Master,Single,Rent,Personal,0.0
166.0,44.0,21860.855668638334,729.0,0.37457060797482544,6.0782892212784665,4081.4127904920174,60.0,Employed,Bachelor,Married,Mortgage,Business,0.0
167.0,49.0,24211.2152384415,620.0,0.1913520229422708,0.7352838107394692,5675.972617281799,24.0,Employed,Master,Single,Mortgage,Auto,0.0
168.0,62.0,19364.776889254983,625.0,0.21214506472215292,8.38183516241112,7939.825269325787,24.0,Employed,Bachelor,Single,Rent,Home,0.0
169.0,37.0,32305.412681380196,748.0,0.2939671196096951,5.6744423707413185,14074.318341315651,60.0,Unemployed,High School,Married,Own,Personal,1.0
170.0,30.0,45852.233386735956,578.0,0.27749119186196053,10.994501155903864,9669.201217712776,48.0,Employed,High School,Married,Own,Home,0.0
171.0,29.0,59496.17229539499,495.0,0.08585787626857316,2.983152820650932,14262.183119174237,48.0,Self-employed,High School,Single,Own,Home,0.0
172.0,30.0,34962.26053106833,633.0,0.23368255004054264,11.216383754748897,4958.412522188859,60.0,Employed,Bachelor,Single,Mortgage,Auto,0.0
173.0,39.0,30948.389411949585,601.0,0.33192020930403915,10.041156220461753,7656.92740232945,60.0,Self-employed,Bachelor,Married,Own,Personal,0.0
174.0,44.0,39178.327230950345,553.0,0.4309775708003919,2.8849102192872444,6055.48693776245,36.0,Employed,Master,Single,Rent,Home,0.0
175.0,43.0,23919.003540356316,632.0,0.5405277045945869,2.399407801166453,2941.348528387387,48.0,Employed,High School,Married,Mortgage,Business,0.0
176.0,49.0,88422.89836352269,699.0,0.36248858833460823,13.501304208194359,1670.3532933873857,12.0,Employed,Master,Married,Own,Home,0.0
177.0,40.0,16255.221942456856,649.0,0.03054343973064911,6.279221408767168,4744.236535989637,24.0,Employed,Bachelor,Married,Rent,Personal,0.0
178.0,57.0,39829.78544720848,680.0,0.681042092567164,13.17251284219841,1113.4519640463095,48.0,Unemployed,PhD,Single,Own,Auto,1.0
179.0,36.0,88422.89836352269,831.0,0.37589840268091435,7.972125328825939,3273.773276118357,60.0,Employed,Master,Married,Rent,Personal,0.0
180.0,72.0,36439.18269298417,615.0,0.21200515932702618,4.6990436139350455,12533.189555115941,12.0,Self-employed,PhD,Single,Own,Home,0.0
181.0,47.0,33023.69068737097,677.0,0.23840619499328705,0.615658441800515,9359.33684672851,36.0,Employed,Bachelor,Single,Rent,Home,0.0
182.0,29.0,30372.02667457489,599.0,0.34563722106028966,1.7228897043573164,8243.029691400629,36.0,Employed,High School,Married,Mortgage,Personal,0.0
183.0,27.0,33183.37110576275,565.0,0.13651635783174879,15.188038397569677,20835.656086328796,12.0,Employed,Bachelor,Single,Rent,Business,1.0
184.0,45.0,72144.34893809818,591.0,0.12164616902923703,1.9240649345103853,4524.311940808234,12.0,Employed,High School,Single,Rent,Auto,1.0
185.0,37.0,12016.897272200658,602.0,0.26009056477661086,0.4894693571336616,13982.517874569872,60.0,Employed,Bachelor,Married,Mortgage,Personal,1.0
186.0,48.0,78175.91217640352,685.0,0.6852982278784152,6.147365211744788,4248.449308503617,60.0,Self-employed,High School,Divorced,Own,Personal,1.0
187.0,45.0,17819.01498663192,850.0,0.4036573143827592,6.621374824267402,10116.900347219753,24.0,Self-employed,Bachelor,Married,Mortgage,Personal,0.0
188.0,39.0,31782.58684765967,578.0,0.12586831298425438,1.6805655475854135,9162.174711490587,24.0,Employed,Master,Single,Own,Auto,0.0
